county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
San Patricio,3,results,https://www.sanpatriciocountytx.gov/page/elections.results.archive.06,false,"found via ""Election Results 2006-2015"" score=21",ok,200,,confident,"[plain] county name 'San Patricio' in page; seat 'Sinton' in page | results keywords: election result, results, canvass | title=""Elections Results Archive 06 | San Patricio County TX""",
San Saba,3,homepage,https://www.co.san-saba.tx.us/,false,"discovered homepage — 'San Saba' in page; seat 'San Saba' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'San Saba' in page; seat 'San Saba' in page | homepage keywords: county | title=""San Saba County, Texas""",
San Saba,3,elections,https://www.co.san-saba.tx.us/page/sansaba.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'San Saba' in page; seat 'San Saba' in page | elections keywords: election, voter, voting, ballot | title=""San Saba County, Texas""",
San Saba,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Saba,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Saba,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Schleicher,3,homepage,https://www.schleichercounty.gov/,false,"discovered homepage — 'Schleicher' in page; seat 'Eldorado' in page; Texas/TX present; official TLD (schleichercounty.gov); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Schleicher' in page; seat 'Eldorado' in page | homepage keywords: county | title=""Home | Schleicher County, TX""",
Schleicher,3,elections,https://www.schleichercounty.gov/page/Elections,false,"found via link ""Elections & Voting"" score=25",ok,200,,confident,"[plain] county name 'Schleicher' in page; seat 'Eldorado' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Schleicher County, TX""",
Schleicher,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Schleicher,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Schleicher,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Scurry,3,homepage,https://www.co.scurry.tx.us/,false,"discovered homepage — 'Scurry' in page; seat 'Snyder' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Scurry' in page; seat 'Snyder' in page | homepage keywords: county | title=""Home Page | Scurry County, Texas""",
Scurry,3,elections,https://www.co.scurry.tx.us/page/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Scurry' in page; seat 'Snyder' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Scurry County, Texas""",
Scurry,3,polling,https://www.co.scurry.tx.us/page/elections.information,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Scurry' in page; seat 'Snyder' in page | polling keywords: polling, vote center, election day, poll location | title=""Scurry County Texas""",
Scurry,3,early_voting,https://www.co.scurry.tx.us/page/elections.information,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Scurry' in page; seat 'Snyder' in page | early_voting keywords: early voting | title=""Scurry County Texas""",
Scurry,3,results,,false,GAP: candidate is non-HTML (image/jpeg) — out of scope,gap,,,gap,GAP: candidate is non-HTML (image/jpeg) — out of scope,
Shackelford,3,homepage,https://www.shackelfordcounty.org/,false,"discovered homepage — web-search verified: commissioners court, county judge, clerks, sheriff; Albany TX",ok,200,,uncertain,"[plain] POSSIBLE ERROR PAGE (under construction); county name 'Shackelford' in page; seat 'Albany' in page | homepage keywords: county | title=""Shackelford County, Texas""",yes
Shackelford,3,elections,https://www.shackelfordcounty.org/page/shackelford.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Shackelford' in page; seat 'Albany' in page | elections keywords: election, voter, voting, ballot | title=""Shackelford County, Texas""",
Shackelford,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Shackelford,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Shackelford,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Shelby,3,homepage,https://www.co.shelby.tx.us/,false,"discovered homepage — 'Shelby' in page; seat 'Center' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Shelby' in page; seat 'Center' in page | homepage keywords: county | title=""Shelby County, Texas""",
Shelby,3,elections,https://www.co.shelby.tx.us/page/shelby.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Shelby' in page; seat 'Center' in page | elections keywords: election, voting, ballot | title=""Shelby County, Texas""",
Shelby,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Shelby,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Shelby,3,results,,false,GAP: candidate is non-HTML (application/vnd.ms-excel) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.ms-excel) — out of scope,
Sherman,3,homepage,https://www.shermancountytx.gov,false,"discovered homepage — 'Sherman' in page; seat 'Stratford' in page; Texas/TX present; official TLD (shermancountytx.gov); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Sherman' in page; seat 'Stratford' in page | homepage keywords: county | title=""Sherman County, Texas""",
Sherman,3,elections,https://www.shermancountytx.gov/page/Elections.Home,false,"found via link ""Elections & Voting"" score=25",ok,200,,confident,"[plain] county name 'Sherman' in page; seat 'Stratford' in page | elections keywords: election, voter, voting, ballot | title=""Elections & Voting Home | Hudspeth County, TX""",
Sherman,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Sherman,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Sherman,3,results,https://www.shermancountytx.gov/page/Elections.CampaignFinance,false,"found via ""Campaign Finance & Historical Election R"" score=21",ok,200,,confident,"[plain] county name 'Sherman' in page; seat 'Stratford' in page | results keywords: election result, results | title=""Sherman County, Texas""",
Smith,3,homepage,https://www.smith-county.com/,false,"discovered homepage — web-search verified: 'Smith County, TX | Official Website'; commissioners court annex Tyler (NOT the City of Tyler)",ok,200,,confident,"[plain] county name 'Smith' in page; seat 'Tyler' in page | homepage keywords: county | title=""Smith County, TX | Official Website""",
Smith,3,elections,https://www.smith-county.com/227/Voter-Registration,false,"found via link ""Voter Registration"" score=13",ok,200,,confident,"[plain] county name 'Smith' in page; seat 'Tyler' in page | elections keywords: election, voter, voting, ballot | title=""Voter Registration | Smith County, TX""",
Smith,3,polling,https://www.smith-county.com/228/Precinct-Maps,false,"found via ""Precinct Maps"" score=5 (weak match — review)",ok,200,,likely,"[plain] county name 'Smith' in page; seat 'Tyler' in page | weak polling keywords: precinct | title=""Precinct Maps | Smith County, TX""",
Smith,3,early_voting,https://www.smith-county.com/233/Current-Election-Information,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Smith' in page; seat 'Tyler' in page | early_voting keywords: early voting | title=""Current Election Information | Smith County, TX""",
Smith,3,results,https://www.smith-county.com/236/Current-Election-Results,false,"found via ""Current Election Results"" score=21",ok,200,,confident,"[plain] county name 'Smith' in page; seat 'Tyler' in page | results keywords: election result, results, canvass, election night | title=""Current Election Results | Smith County, TX""",
Somervell,3,homepage,https://www.somervell.co/,false,"discovered homepage — web-search verified: 'Somervell County, TX | Official Website'; seat Glen Rose; government nav",ok,200,,confident,"[plain] county name 'Somervell' in page; seat 'Glen Rose' in page | homepage keywords: county | title=""Somervell County, TX | Official Website""",
Somervell,3,elections,https://www.somervell.co/160/Elections,false,"found via link ""Elections"" score=20 [via Government page]",ok,200,,confident,"[plain] county name 'Somervell' in page; seat 'Glen Rose' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Somervell County, TX""",
Somervell,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Somervell,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Somervell,3,results,https://www.somervell.co/161/Past-Election-Results,false,"found via ""Past Election Results - Somervell County"" score=21",ok,200,,confident,"[plain] county name 'Somervell' in page; seat 'Glen Rose' in page | results keywords: election result, results | title=""Past Election Results | Somervell County, TX""",
Starr,3,homepage,https://www.co.starr.tx.us/,false,"discovered homepage — 'Starr' in page; seat 'Rio Grande City' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Starr' in page; seat 'Rio Grande City' in page | homepage keywords: county | title=""Starr County, Texas""",
